symbol_pvc,p_value_chi2,symbol_pvfe,p_value_fisher_exact,symbol_as,accuracy_score,symbol_ars,adjusted_rand_score,symbol_mc,matthews_corrcoef,symbol_mis,mutual_info_score
"('FROTO', 'SODA')",1.94487663453374e-08,"('SODA', 'KCHOL')",3.00317090694233e-08,"('EKGYO', 'TTKOM')",0.188876013904983,"('KCHOL', 'ARCLK')",0.0032514392646690003,"('ISCTR', 'YKBNK')",0.056694643338309,"('TTKOM', 'HALKB')",0.005507539854293
"('FROTO', 'PETKM')",1.98745786670477e-08,"('YKBNK', 'TCELL')",3.0987602875529906e-08,"('AKBNK', 'BIMAS')",0.18895313817612303,"('SAHOL', 'KOZAL')",0.003263737512024,"('GARAN', 'KOZAA')",0.056732239451528,"('ASELS', 'EREGL')",0.0055241338547099995
"('PETKM', 'EREGL')",2.11908029258096e-08,"('SODA', 'ISCTR')",3.2020438065786096e-08,"('EKGYO', 'KCHOL')",0.18915801614763603,"('FROTO', 'TOASO')",0.003283746309253,"('TUPRS', 'TKFEN')",0.056735953345943,"('THYAO', 'TKFEN')",0.005534846334178001
"('SODA', 'KCHOL')",2.12264777188532e-08,"('KRDMD', 'TTKOM')",3.48102562830233e-08,"('EREGL', 'ARCLK')",0.189395534962089,"('THYAO', 'ASELS')",0.003313993419961,"('TSKB', 'TOASO')",0.056747808068637,"('VAKBN', 'TAVHL')",0.005536792472471999
"('VAKBN', 'EKGYO')",2.13793420267467e-08,"('KCHOL', 'YKBNK')",3.5201253910801694e-08,"('HALKB', 'TAVHL')",0.189466742038817,"('SAHOL', 'AKBNK')",0.0033297231349290004,"('TCELL', 'VAKBN')",0.056752470328555,"('THYAO', 'SAHOL')",0.005539383255301999
"('YKBNK', 'EKGYO')",2.16925347818408e-08,"('PETKM', 'TKFEN')",3.74182576143739e-08,"('PETKM', 'HALKB')",0.190003815337657,"('PETKM', 'SODA')",0.003386813163863,"('TCELL', 'AKBNK')",0.05699033308171499,"('TCELL', 'TAVHL')",0.005551353164591999
"('KRDMD', 'TOASO')",2.45864240857362e-08,"('PETKM', 'ASELS')",3.8083890027617e-08,"('TSKB', 'DOHOL')",0.19009900990099,"('YKBNK', 'THYAO')",0.0033874413078390005,"('KCHOL', 'EREGL')",0.05700457822329,"('TTKOM', 'KOZAA')",0.005565656233473001
"('PETKM', 'SISE')",3.07102958111788e-08,"('SODA', 'YKBNK')",3.90785193455506e-08,"('ISCTR', 'TTKOM')",0.190422388319138,"('HALKB', 'KOZAA')",0.003389970350449,"('AKBNK', 'TUPRS')",0.057109318823022004,"('THYAO', 'ISCTR')",0.005569013054291999
"('KCHOL', 'SISE')",3.59143453433142e-08,"('PETKM', 'ARCLK')",3.9144938393786e-08,"('SAHOL', 'TOASO')",0.190510543840178,"('YKBNK', 'TOASO')",0.0033952432083449997,"('ISCTR', 'SISE')",0.057147236933226,"('KRDMD', 'KOZAA')",0.005585575819286
"('BIMAS', 'YKBNK')",4.31154437287762e-08,"('SODA', 'VAKBN')",4.37655313692892e-08,"('TTKOM', 'TCELL')",0.190826409162363,"('PETKM', 'YKBNK')",0.00339666077619,"('YKBNK', 'TCELL')",0.05726804569428,"('KCHOL', 'EREGL')",0.00559908980661
"('AKBNK', 'BIMAS')",4.57116497599253e-08,"('PETKM', 'SODA')",5.1432841790564404e-08,"('ISCTR', 'EREGL')",0.191177745038565,"('TCELL', 'TOASO')",0.0034326643517559995,"('HALKB', 'KOZAA')",0.057352121794501006,"('PETKM', 'THYAO')",0.005605263679936
"('YKBNK', 'ARCLK')",4.6774953403462805e-08,"('BIMAS', 'PETKM')",5.31295984883616e-08,"('GARAN', 'BIMAS')",0.19135752470435802,"('SAHOL', 'TTKOM')",0.003438205137448,"('ISCTR', 'KOZAA')",0.057356465591874004,"('VAKBN', 'TOASO')",0.0056401464616959995
"('BIMAS', 'PETKM')",6.319773957150691e-08,"('BIMAS', 'YKBNK')",6.34182510762117e-08,"('ARCLK', 'KOZAL')",0.191571661237785,"('AKBNK', 'EREGL')",0.0034529695680140006,"('KCHOL', 'TOASO')",0.057359274942525004,"('AKBNK', 'TUPRS')",0.005656091906765999
"('AKBNK', 'DOHOL')",6.46764271449149e-08,"('YKBNK', 'THYAO')",6.53519366892752e-08,"('HALKB', 'ASELS')",0.19184741959611104,"('EKGYO', 'TSKB')",0.003477357553588,"('KRDMD', 'KOZAL')",0.05749151614533599,"('EKGYO', 'TUPRS')",0.005659112726639001
"('PETKM', 'TTKOM')",7.51184761723996e-08,"('PETKM', 'SISE')",6.53785889099161e-08,"('DOHOL', 'SISE')",0.19195483415666897,"('ASELS', 'PGSUS')",0.003488058885965,"('THYAO', 'TKFEN')",0.057497930759838,"('ISCTR', 'TOASO')",0.00568639201507
"('SODA', 'ISCTR')",8.054557077604799e-08,"('PETKM', 'TTKOM')",6.57339053326441e-08,"('SAHOL', 'BIMAS')",0.19197469197469197,"('YKBNK', 'TCELL')",0.003513903411958,"('ARCLK', 'PGSUS')",0.05787970385358,"('VAKBN', 'SODA')",0.005718227028167
"('PETKM', 'TKFEN')",8.67608484675083e-08,"('YKBNK', 'TOASO')",9.506543386755491e-08,"('EKGYO', 'EREGL')",0.192174913693901,"('AKBNK', 'KOZAA')",0.003526350266297,"('YKBNK', 'KRDMD')",0.057892930267887006,"('AKBNK', 'KOZAA')",0.005766509186173
"('PETKM', 'SODA')",8.78848381858813e-08,"('DOHOL', 'SODA')",1.1045265095238099e-07,"('AKBNK', 'TCELL')",0.19246736056795602,"('ISCTR', 'KOZAA')",0.0035329165598739997,"('TCELL', 'TAVHL')",0.058114503120629005,"('PETKM', 'AKBNK')",0.005774860799214
"('PETKM', 'ARCLK')",8.918821281896269e-08,"('KOZAL', 'SISE')",1.14240268671645e-07,"('TTKOM', 'TOASO')",0.19258010118043803,"('TTKOM', 'TOASO')",0.003552147751339,"('FROTO', 'TOASO')",0.058120733234862,"('TCELL', 'VAKBN')",0.005785251559504
"('KRDMD', 'ARCLK')",9.86377486305273e-08,"('PETKM', 'PGSUS')",1.22446279663037e-07,"('VAKBN', 'AKBNK')",0.19269007939346303,"('TTKOM', 'AKBNK')",0.003581569787585,"('TAVHL', 'TCELL')",0.058222658587549006,"('TCELL', 'AKBNK')",0.005787344054060999
"('ASELS', 'DOHOL')",1.04298377012812e-07,"('GARAN', 'EKGYO')",1.38783087446472e-07,"('PETKM', 'SAHOL')",0.193203512791142,"('ASELS', 'THYAO')",0.003585153321956,"('SAHOL', 'TAVHL')",0.058406849761468,"('KCHOL', 'ARCLK')",0.005791911242886999
"('SODA', 'YKBNK')",1.0635540513299e-07,"('KRDMD', 'KCHOL')",1.6249081876452802e-07,"('YKBNK', 'EREGL')",0.19361334867664,"('EKGYO', 'TAVHL')",0.003595345917846,"('TAVHL', 'PGSUS')",0.058529572501935995,"('ISCTR', 'SISE')",0.005808594089436999
"('KRDMD', 'FROTO')",1.17240399941605e-07,"('TKFEN', 'YKBNK')",1.62657202797971e-07,"('FROTO', 'TKFEN')",0.193697724178175,"('TAVHL', 'PGSUS')",0.0036077193949579996,"('ISCTR', 'KRDMD')",0.058932682834260994,"('YKBNK', 'SISE')",0.005841386095077
"('PETKM', 'PGSUS')",1.24343763956513e-07,"('PETKM', 'EREGL')",1.6630382528482e-07,"('EREGL', 'TCELL')",0.19396234353634198,"('TCELL', 'TKFEN')",0.0036147423787050003,"('KRDMD', 'THYAO')",0.058969302894162995,"('ASELS', 'PGSUS')",0.005872530622721999
"('YKBNK', 'TCELL')",1.56264794587252e-07,"('KRDMD', 'GARAN')",2.0633951097901897e-07,"('TCELL', 'PGSUS')",0.19403079452401298,"('ARCLK', 'PGSUS')",0.003648538368693,"('THYAO', 'AKBNK')",0.059095193323280004,"('EKGYO', 'KCHOL')",0.005876984504994001
"('SODA', 'VAKBN')",1.57315699174416e-07,"('KRDMD', 'AKBNK')",2.1071427335800398e-07,"('TAVHL', 'BIMAS')",0.19413272374619,"('AKBNK', 'ARCLK')",0.0036539193414040004,"('TTKOM', 'TOASO')",0.059095754478425,"('PETKM', 'ASELS')",0.005904756654600001
"('TAVHL', 'PETKM')",1.7801727757422e-07,"('VAKBN', 'EKGYO')",2.3450742820502897e-07,"('TOASO', 'BIMAS')",0.19436273717554997,"('EREGL', 'AKBNK')",0.003753539401549,"('GARAN', 'KOZAL')",0.05909792292161,"('GARAN', 'TOASO')",0.005910862696103001
"('PETKM', 'ASELS')",2.0598559811961998e-07,"('SISE', 'KOZAA')",2.4589186201002497e-07,"('AKBNK', 'KOZAA')",0.19447613329330501,"('GARAN', 'KOZAL')",0.0037675814541329997,"('PETKM', 'EREGL')",0.05909881193527901,"('EKGYO', 'DOHOL')",0.005979738829088001
"('KCHOL', 'YKBNK')",2.1653776709176501e-07,"('PETKM', 'AKBNK')",2.6921768026953396e-07,"('EREGL', 'TOASO')",0.194879089615932,"('TTKOM', 'EREGL')",0.0037714510200840003,"('KRDMD', 'YKBNK')",0.05922405257179401,"('HALKB', 'ARCLK')",0.005992566830207
"('KOZAL', 'SISE')",2.73631383101154e-07,"('TAVHL', 'KRDMD')",2.85074951361374e-07,"('TTKOM', 'BIMAS')",0.195163104611924,"('SAHOL', 'VAKBN')",0.0037756679546220003,"('PETKM', 'AKBNK')",0.059342712096611995,"('AKBNK', 'SODA')",0.006073158588060001
"('PETKM', 'AKBNK')",2.9574048567041e-07,"('ISCTR', 'EKGYO')",2.86765478420184e-07,"('TTKOM', 'KOZAA')",0.19546218487395,"('ISCTR', 'TAVHL')",0.0037891841956929997,"('YKBNK', 'ARCLK')",0.05946121732863299,"('TCELL', 'THYAO')",0.006082727062431
"('TAVHL', 'KRDMD')",3.9773353406492207e-07,"('PETKM', 'THYAO')",2.88898410569923e-07,"('KRDMD', 'TTKOM')",0.19565753762645002,"('YKBNK', 'ARCLK')",0.0037931945934330004,"('YKBNK', 'SISE')",0.05948776199105,"('ISCTR', 'YKBNK')",0.0060892350152019995
"('YKBNK', 'THYAO')",4.121314669298e-07,"('VAKBN', 'DOHOL')",3.64218652594939e-07,"('EREGL', 'THYAO')",0.196182285384656,"('TTKOM', 'KOZAA')",0.003825685950868,"('TTKOM', 'KOZAA')",0.059547938583433,"('PETKM', 'PGSUS')",0.006099243200743
"('KRDMD', 'BIMAS')",4.17023914946398e-07,"('ISCTR', 'DOHOL')",3.98601936423237e-07,"('EREGL', 'KOZAA')",0.196518721076988,"('TTKOM', 'ARCLK')",0.0038317995937359995,"('YKBNK', 'PETKM')",0.059648794172208,"('KRDMD', 'SISE')",0.006107535497134
"('PETKM', 'THYAO')",4.46679186053833e-07,"('DOHOL', 'KRDMD')",5.579629728854239e-07,"('SAHOL', 'TKFEN')",0.19679583125450398,"('EREGL', 'SAHOL')",0.0038442590036329998,"('PETKM', 'SODA')",0.06013736239851401,"('TCELL', 'PGSUS')",0.006129427020664001
"('DOHOL', 'SODA')",5.01837954394099e-07,"('TCELL', 'EKGYO')",1.09312252131482e-06,"('PETKM', 'KCHOL')",0.197097020626432,"('SAHOL', 'ASELS')",0.003896394274674,"('KRDMD', 'SODA')",0.060171638247024,"('KRDMD', 'TTKOM')",0.006154947985662999
"('KRDMD', 'PGSUS')",5.756898818331529e-07,"('DOHOL', 'VAKBN')",1.18921598855154e-06,"('FROTO', 'KOZAL')",0.19765212287223605,"('PETKM', 'SISE')",0.0039122345282470005,"('PETKM', 'THYAO')",0.060471325931147,"('TTKOM', 'ARCLK')",0.006226448232971999
"('YKBNK', 'TOASO')",6.469327340020211e-07,"('SODA', 'TCELL')",1.21949756036782e-06,"('YKBNK', 'HALKB')",0.19798270893371803,"('ASELS', 'TKFEN')",0.003917442601324,"('ISCTR', 'TUPRS')",0.060509572801573,"('PETKM', 'ARCLK')",0.006231624712428
"('SISE', 'KOZAA')",6.659918921364321e-07,"('SAHOL', 'DOHOL')",1.29472119490799e-06,"('TUPRS', 'PGSUS')",0.19806676272814602,"('TCELL', 'PGSUS')",0.003940747024844,"('KCHOL', 'ARCLK')",0.060541375619083,"('PETKM', 'TKFEN')",0.006236757442090999
"('GARAN', 'EKGYO')",7.1968398960302e-07,"('SISE', 'FROTO')",2.04198640705616e-06,"('PETKM', 'AKBNK')",0.198091603053435,"('PETKM', 'AKBNK')",0.003957959775543,"('GARAN', 'TOASO')",0.060701904513438,"('PETKM', 'SODA')",0.006256573833818
"('SODA', 'TCELL')",9.04330606748299e-07,"('ARCLK', 'YKBNK')",2.1819014742562697e-06,"('AKBNK', 'KOZAL')",0.19826600036125,"('EKGYO', 'SAHOL')",0.003966842186211,"('SAHOL', 'ISCTR')",0.060768030644723,"('ISCTR', 'TUPRS')",0.006267118423616
"('TKFEN', 'YKBNK')",1.02725904627685e-06,"('ASELS', 'EKGYO')",2.2051609111981e-06,"('DOHOL', 'HALKB')",0.198306280875088,"('EREGL', 'TAVHL')",0.0039718475744650004,"('ASELS', 'VAKBN')",0.06091890625911799,"('KRDMD', 'KCHOL')",0.006273787890635
"('ISCTR', 'DOHOL')",1.25307004012002e-06,"('ARCLK', 'PETKM')",2.6725029543982602e-06,"('EREGL', 'BIMAS')",0.19833622913704999,"('EKGYO', 'KOZAL')",0.003993987344464,"('ISCTR', 'TAVHL')",0.060980900295653,"('PETKM', 'TTKOM')",0.006308727863166
"('ISCTR', 'EKGYO')",1.32722517021341e-06,"('KRDMD', 'TCELL')",2.83337967336965e-06,"('VAKBN', 'TTKOM')",0.198665039833489,"('HALKB', 'ARCLK')",0.004012570361925,"('EREGL', 'ISCTR')",0.060998501857778005,"('ISCTR', 'KCHOL')",0.006385319872759
"('SISE', 'BIMAS')",2.0059118628708902e-06,"('DOHOL', 'THYAO')",5.36726339803294e-06,"('VAKBN', 'KCHOL')",0.19892357373519898,"('VAKBN', 'TAVHL')",0.004013978494874,"('TCELL', 'THYAO')",0.061013541503583,"('THYAO', 'AKBNK')",0.0064185597770890016
"('VAKBN', 'DOHOL')",2.13790042066264e-06,"('SODA', 'TUPRS')",5.39833370084564e-06,"('KOZAL', 'KOZAA')",0.19896978550011502,"('EKGYO', 'GARAN')",0.004033648124554,"('AKBNK', 'KOZAA')",0.061030188864409,"('AKBNK', 'ARCLK')",0.006419370959739001
"('DOHOL', 'KRDMD')",2.3045590476104403e-06,"('PETKM', 'TCELL')",5.833068842377851e-06,"('SAHOL', 'KOZAL')",0.199078699078699,"('PETKM', 'ASELS')",0.00405933737394,"('KRDMD', 'TKFEN')",0.061215489498517996,"('TCELL', 'TKFEN')",0.006424429232551999
"('ASELS', 'EKGYO')",3.3091365570418e-06,"('GARAN', 'DOHOL')",5.90581861525745e-06,"('EREGL', 'KOZAL')",0.19937875118458498,"('TTKOM', 'SAHOL')",0.004089490365364001,"('PETKM', 'SISE')",0.06123300412256099,"('TCELL', 'TOASO')",0.006448960740795
"('SAHOL', 'DOHOL')",3.60505296420526e-06,"('EKGYO', 'ISCTR')",7.699635403199271e-06,"('GARAN', 'KOZAL')",0.19940921782057996,"('ISCTR', 'KCHOL')",0.0041081802299,"('VAKBN', 'TAVHL')",0.061306289710251996,"('YKBNK', 'AKBNK')",0.0064646488218790005
"('ARCLK', 'YKBNK')",4.8084887808094e-06,"('AKBNK', 'TSKB')",8.4626059955634e-06,"('ISCTR', 'ASELS')",0.19970593322954502,"('ISCTR', 'HALKB')",0.004118085342127,"('HALKB', 'SODA')",0.061361088305239994,"('ISCTR', 'KRDMD')",0.0064776586764419995
"('KRDMD', 'SAHOL')",5.25070353738976e-06,"('TTKOM', 'EKGYO')",8.65555283722579e-06,"('HALKB', 'TOASO')",0.19998116051243398,"('GARAN', 'TOASO')",0.004153388635002001,"('ASELS', 'PGSUS')",0.06140133698671,"('DOHOL', 'GARAN')",0.006480133395339
"('SISE', 'FROTO')",5.78416444985714e-06,"('SISE', 'BIMAS')",8.95830735843914e-06,"('ISCTR', 'FROTO')",0.20038267524786896,"('TSKB', 'TCELL')",0.004157356859207,"('TCELL', 'TTKOM')",0.06161413223754401,"('EKGYO', 'KRDMD')",0.006504460616502
"('TCELL', 'EKGYO')",5.8446957472621805e-06,"('SODA', 'HALKB')",9.2008009435708e-06,"('ISCTR', 'KCHOL')",0.200625325690464,"('YKBNK', 'AKBNK')",0.004250120511194,"('VAKBN', 'KRDMD')",0.061975387927094,"('YKBNK', 'PETKM')",0.006504641396073
"('DOHOL', 'VAKBN')",5.93401487574086e-06,"('KRDMD', 'VAKBN')",1.36229149611312e-05,"('TTKOM', 'TKFEN')",0.20091912794933603,"('GARAN', 'ISCTR')",0.00429473828436,"('VAKBN', 'TOASO')",0.062367193054729,"('KRDMD', 'DOHOL')",0.006527081475355
"('EKGYO', 'ISCTR')",9.62949362314062e-06,"('TCELL', 'DOHOL')",1.6407449145022302e-05,"('PETKM', 'ISCTR')",0.200991609458429,"('TSKB', 'TOASO')",0.004297923645,"('PETKM', 'TTKOM')",0.062490194812993,"('EREGL', 'ISCTR')",0.006536739305557
"('SODA', 'TUPRS')",1.32074912870503e-05,"('HALKB', 'EKGYO')",2.5952841379208602e-05,"('YKBNK', 'ISCTR')",0.201326795500433,"('EREGL', 'KCHOL')",0.004354833841744001,"('ISCTR', 'SODA')",0.06282955706297,"('SAHOL', 'ISCTR')",0.0065768666285820005
"('TUPRS', 'DOHOL')",1.33307879473936e-05,"('FROTO', 'KRDMD')",3.05691284121275e-05,"('VAKBN', 'FROTO')",0.201480204066968,"('EREGL', 'TOASO')",0.004382410350144,"('ISCTR', 'TOASO')",0.06296726317765401,"('YKBNK', 'KRDMD')",0.006598753079649999
"('PETKM', 'TCELL')",1.34315052340244e-05,"('SAHOL', 'EKGYO')",3.39290053944045e-05,"('FROTO', 'TOASO')",0.20166980244590801,"('TTKOM', 'VAKBN')",0.004399598385703,"('TTKOM', 'ARCLK')",0.063031262633481,"('ASELS', 'VAKBN')",0.00664870734272
"('ARCLK', 'PETKM')",1.4477170778028699e-05,"('KRDMD', 'TUPRS')",3.47874278926802e-05,"('TTKOM', 'KOZAL')",0.20257288916352997,"('SAHOL', 'TKFEN')",0.004420975862165999,"('TCELL', 'TOASO')",0.06325889361814299,"('PETKM', 'SISE')",0.006665725185946
"('SODA', 'HALKB')",1.63929810021583e-05,"('DOHOL', 'GARAN')",3.49041927709059e-05,"('VAKBN', 'ASELS')",0.20262369884500198,"('THYAO', 'GARAN')",0.004422212385266,"('HALKB', 'ARCLK')",0.06337766927827,"('TCELL', 'TTKOM')",0.006698831600403001
"('DOHOL', 'THYAO')",1.64656484173679e-05,"('SISE', 'TSKB')",3.58773766970915e-05,"('KCHOL', 'BIMAS')",0.20375116969770898,"('ISCTR', 'TOASO')",0.004438937380894,"('TCELL', 'PGSUS')",0.06344817809684,"('TAVHL', 'KCHOL')",0.006722325927056999
"('GARAN', 'DOHOL')",2.8897486033770398e-05,"('KRDMD', 'TSKB')",3.704633367073979e-05,"('ISCTR', 'AKBNK')",0.203753351206434,"('EKGYO', 'SODA')",0.004438971046627,"('GARAN', 'HALKB')",0.063580015483834,"('EREGL', 'TAVHL')",0.006740298202765001
"('AKBNK', 'TSKB')",3.2206911785307395e-05,"('PETKM', 'TAVHL')",3.8503254431113704e-05,"('AKBNK', 'THYAO')",0.204190362167016,"('EKGYO', 'YKBNK')",0.004449175568423,"('TCELL', 'TKFEN')",0.063709598212461,"('EREGL', 'TOASO')",0.006755080383649001
"('TTKOM', 'EKGYO')",3.39103542044424e-05,"('TSKB', 'EKGYO')",4.79826484428646e-05,"('HALKB', 'ARCLK')",0.20430208529024999,"('YKBNK', 'SODA')",0.004453504810114001,"('PETKM', 'ASELS')",0.06386482117266,"('HALKB', 'SODA')",0.006764363996021999
"('KOZAA', 'PETKM')",3.6834612740378706e-05,"('TUPRS', 'DOHOL')",5.09256183342755e-05,"('EREGL', 'TKFEN')",0.204703282828283,"('PETKM', 'TTKOM')",0.004456564638231,"('TAVHL', 'KCHOL')",0.063878100237273,"('PETKM', 'EREGL')",0.006795075724239
"('TSKB', 'EKGYO')",4.25416927559711e-05,"('FROTO', 'YKBNK')",5.45074634745591e-05,"('GARAN', 'TKFEN')",0.20487470239296202,"('EREGL', 'KOZAA')",0.004475534943398,"('TCELL', 'EREGL')",0.0639522541258,"('SAHOL', 'TKFEN')",0.006828281241630999
"('TCELL', 'DOHOL')",5.35676444832885e-05,"('TAVHL', 'DOHOL')",6.04396497721304e-05,"('EKGYO', 'TAVHL')",0.20533642691415302,"('SAHOL', 'TOASO')",0.004487435206255,"('AKBNK', 'ARCLK')",0.06399491015903701,"('YKBNK', 'TTKOM')",0.0068796921297520006
"('KRDMD', 'TSKB')",5.4961105280971296e-05,"('KRDMD', 'EKGYO')",6.19479252488704e-05,"('EKGYO', 'BIMAS')",0.20533642691415302,"('PETKM', 'THYAO')",0.004504639791571,"('PETKM', 'PGSUS')",0.064105907771815,"('KRDMD', 'YKBNK')",0.006882491082785
"('FROTO', 'KRDMD')",7.894241895599491e-05,"('AKBNK', 'DOHOL')",6.75093582488974e-05,"('ISCTR', 'VAKBN')",0.20563746747614897,"('DOHOL', 'KRDMD')",0.004556103983562,"('THYAO', 'TCELL')",0.064156836448269,"('ISCTR', 'SODA')",0.006938886942058001
"('PETKM', 'TAVHL')",8.364169811603629e-05,"('YKBNK', 'KCHOL')",8.043840619017479e-05,"('TTKOM', 'THYAO')",0.20600906395121102,"('VAKBN', 'KCHOL')",0.004591154673467,"('TCELL', 'GARAN')",0.064455984583572,"('EREGL', 'KOZAA')",0.0069491113989969995
"('SAHOL', 'EKGYO')",8.61917945791133e-05,"('KOZAL', 'PETKM')",8.394492334786179e-05,"('YKBNK', 'FROTO')",0.20619750941210502,"('KRDMD', 'YKBNK')",0.004633978864891,"('PETKM', 'ARCLK')",0.06448139673718,"('TTKOM', 'TKFEN')",0.0069776919476510005
"('KRDMD', 'EKGYO')",9.69316243937971e-05,"('EREGL', 'DOHOL')",8.50156828387624e-05,"('KRDMD', 'TAVHL')",0.20621608288110502,"('TTKOM', 'TKFEN')",0.0046511521381870004,"('PETKM', 'EKGYO')",0.064496774214332,"('TCELL', 'GARAN')",0.007012434178535999
"('HALKB', 'EKGYO')",0.000105068748454,"('KRDMD', 'TOASO')",8.70850860821678e-05,"('EKGYO', 'HALKB')",0.206257242178447,"('YKBNK', 'TTKOM')",0.004659503024617001,"('KRDMD', 'ISCTR')",0.064553140848103,"('VAKBN', 'KOZAA')",0.007015477929159
"('DOHOL', 'GARAN')",0.00010818249988200001,"('YKBNK', 'TUPRS')",8.88844441833366e-05,"('HALKB', 'BIMAS')",0.206588235294118,"('PETKM', 'ARCLK')",0.004660040444477999,"('TCELL', 'KCHOL')",0.064590336096486,"('TCELL', 'KCHOL')",0.007021438971438001
"('FROTO', 'YKBNK')",0.000144747757751,"('ASELS', 'TSKB')",9.525940254668341e-05,"('GARAN', 'THYAO')",0.207000120139362,"('EREGL', 'ASELS')",0.004681743956545,"('ASELS', 'AKBNK')",0.064639764700427,"('ASELS', 'TKFEN')",0.007035673125619
"('SODA', 'GARAN')",0.00017415683413799998,"('BIMAS', 'DOHOL')",0.00010102966388799999,"('PETKM', 'FROTO')",0.20733104238258898,"('VAKBN', 'TOASO')",0.0046860072035989995,"('KRDMD', 'PETKM')",0.064654250823883,"('SAHOL', 'EREGL')",0.007089389746893
"('YKBNK', 'TUPRS')",0.000180488017302,"('SODA', 'TSKB')",0.00011539258760100001,"('YKBNK', 'AKBNK')",0.207373271889401,"('SAHOL', 'ARCLK')",0.004713367881533,"('PETKM', 'TKFEN')",0.064772505848367,"('VAKBN', 'KCHOL')",0.0071021616757519996
"('SISE', 'TSKB')",0.00018325667177400003,"('KOZAA', 'PETKM')",0.00011569448612600002,"('AKBNK', 'TKFEN')",0.20773613193403304,"('SAHOL', 'THYAO')",0.004750414727515999,"('ISCTR', 'KCHOL')",0.06487312246475299,"('THYAO', 'TCELL')",0.007137146843765001
"('FROTO', 'SISE')",0.00018897189473599996,"('SODA', 'GARAN')",0.000116142187565,"('HALKB', 'TCELL')",0.20793844421507002,"('SAHOL', 'KCHOL')",0.004820323626973,"('ASELS', 'TTKOM')",0.064891851514785,"('TCELL', 'EREGL')",0.007156333353906999
"('TAVHL', 'DOHOL')",0.00019152399591199998,"('EREGL', 'EKGYO')",0.000125116738845,"('PETKM', 'VAKBN')",0.20831743609309397,"('PETKM', 'TKFEN')",0.004867642193638,"('SAHOL', 'EREGL')",0.06509408024669,"('SAHOL', 'TOASO')",0.007207644068238
"('YKBNK', 'KOZAL')",0.000257801931471,"('FROTO', 'SISE')",0.00013153238739,"('EKGYO', 'TUPRS')",0.208333333333333,"('AKBNK', 'ASELS')",0.004873727793201,"('THYAO', 'TTKOM')",0.065128355951224,"('KRDMD', 'TKFEN')",0.007252430700702001
"('TSKB', 'PETKM')",0.00025782780588900003,"('PETKM', 'KOZAA')",0.000148992782939,"('KOZAA', 'KOZAL')",0.20892048052541898,"('EKGYO', 'DOHOL')",0.004896843570890001,"('TCELL', 'SAHOL')",0.065187962223233,"('VAKBN', 'KRDMD')",0.007263281811961999
"('KOZAL', 'PETKM')",0.00026168691149800003,"('YKBNK', 'TAVHL')",0.000151974952045,"('PETKM', 'TTKOM')",0.209320091673033,"('EREGL', 'VAKBN')",0.004941970933180001,"('YKBNK', 'AKBNK')",0.065271419740399,"('ASELS', 'THYAO')",0.007277329840636
"('SODA', 'AKBNK')",0.000269682220011,"('KCHOL', 'DOHOL')",0.000159784024564,"('KRDMD', 'ARCLK')",0.209422792303897,"('GARAN', 'ARCLK')",0.005044344711935001,"('ASELS', 'GARAN')",0.065468775602456,"('KRDMD', 'THYAO')",0.007279963899208
"('EREGL', 'DOHOL')",0.000333098764618,"('KRDMD', 'FROTO')",0.000169770905503,"('KRDMD', 'KCHOL')",0.209577882004443,"('SAHOL', 'TCELL')",0.005135267805988,"('EREGL', 'TAVHL')",0.06563960867095099,"('GARAN', 'HALKB')",0.007309013367146
"('SODA', 'TSKB')",0.00034077668947000007,"('SODA', 'AKBNK')",0.00020564277661400002,"('KRDMD', 'FROTO')",0.209577882004443,"('AKBNK', 'TTKOM')",0.005223239419691,"('PETKM', 'DOHOL')",0.065799339891179,"('ASELS', 'GARAN')",0.0073495215727610004
"('ASELS', 'TSKB')",0.00034566508395800005,"('TSKB', 'PETKM')",0.000207415254334,"('ISCTR', 'TAVHL')",0.210457743420481,"('TTKOM', 'ASELS')",0.005225209691176,"('AKBNK', 'HALKB')",0.065961779754708,"('YKBNK', 'DOHOL')",0.007462745662646999
"('YKBNK', 'KCHOL')",0.00036555448776699994,"('YKBNK', 'TSKB')",0.00031989522589499997,"('TAVHL', 'PGSUS')",0.211117252815588,"('GARAN', 'SAHOL')",0.005243195190751,"('SISE', 'SODA')",0.066000488766727,"('SAHOL', 'THYAO')",0.007491554442091
"('EREGL', 'EKGYO')",0.0003961144755219999,"('YKBNK', 'KOZAL')",0.000345335591985,"('EKGYO', 'SAHOL')",0.212050984936269,"('HALKB', 'SAHOL')",0.005315693850345999,"('EREGL', 'TOASO')",0.06638090420478701,"('TCELL', 'SAHOL')",0.007525396460493
"('BIMAS', 'DOHOL')",0.00045977455725400003,"('KRDMD', 'PGSUS')",0.000390767749484,"('TOASO', 'PGSUS')",0.21216999356085003,"('EREGL', 'ARCLK')",0.005316835333135,"('THYAO', 'EREGL')",0.066410909514967,"('ASELS', 'TTKOM')",0.007568827096523001
"('SODA', 'DOHOL')",0.00048690441136100003,"('KOZAL', 'YKBNK')",0.00042503534628300004,"('KRDMD', 'GARAN')",0.21233045622688,"('YKBNK', 'ISCTR')",0.005322315525773,"('ASELS', 'TKFEN')",0.066434759151323,"('ASELS', 'AKBNK')",0.00758395898729
